Name of State / UT,Total Confirmed cases (Including 71 foreign Nationals) ,Cured/Discharged/Migrated,Death,Date,Latitude,Longitude,Total Confirmed cases (Including 70 foreign Nationals) ,Total Confirmed cases (Including 66 foreign Nationals) ,Total Confirmed cases (Including 51 foreign Nationals) ,Total Confirmed cases (Including 49 foreign Nationals) ,Total Confirmed cases ( Foreign National ),Total Confirmed cases (Indian National),Total Confirmed cases *
Andaman and Nicobar Islands,,0,0,2020-03-30,11.7401,92.6586,,,,,0,0,9.0
Andhra Pradesh,,1,0,2020-03-30,15.9129,79.74,,,,,0,0,23.0
Bihar,,0,1,2020-03-30,25.0961,85.3131,,,,,0,0,15.0
Chandigarh,,0,0,2020-03-30,30.7333,76.7794,,,,,0,0,8.0
Chhattisgarh,,0,0,2020-03-30,21.2787,81.8661,,,,,0,0,7.0
Delhi,,6,2,2020-03-30,28.7041,77.1025,,,,,0,0,87.0
Goa,,0,0,2020-03-30,15.2993,74.124,,,,,0,0,5.0
Gujarat,,1,6,2020-03-30,22.2587,71.1924,,,,,0,0,69.0
Haryana,,18,0,2020-03-30,29.0588,76.0856,,,,,0,0,36.0
Himachal Pradesh,,0,1,2020-03-30,31.1048,77.1734,,,,,0,0,3.0
Jammu and Kashmir,,2,2,2020-03-30,33.7782,76.5762,,,,,0,0,48.0
Karnataka,,5,3,2020-03-30,15.3173,75.7139,,,,,0,0,83.0
Kerala,,19,1,2020-03-30,10.8505,76.2711,,,,,0,0,202.0
Ladakh,,3,0,2020-03-30,34.2996,78.2932,,,,,0,0,13.0
Madhya Pradesh,,0,3,2020-03-30,22.9734,78.6569,,,,,0,0,47.0
Maharashtra,,25,8,2020-03-30,19.7515,75.7139,,,,,0,0,198.0
Manipur,,0,0,2020-03-30,24.6637,93.9063,,,,,0,0,1.0
Mizoram,,0,0,2020-03-30,23.1645,92.9376,,,,,0,0,1.0
Odisha,,0,0,2020-03-30,20.9517,85.0985,,,,,0,0,3.0
Puducherry,,0,0,2020-03-30,11.9416,79.8083,,,,,0,0,1.0
Punjab,,1,1,2020-03-30,31.1471,75.3412,,,,,0,0,38.0
Rajasthan,,3,0,2020-03-30,27.0238,74.2179,,,,,0,0,59.0
Tamil Nadu,,4,1,2020-03-30,11.1271,78.6569,,,,,0,0,67.0
Telengana,,1,1,2020-03-30,18.1124,79.0193,,,,,0,0,71.0
Uttar Pradesh,,11,0,2020-03-30,26.8467,80.9462,,,,,0,0,82.0
Uttarakhand,,2,0,2020-03-30,30.0668,79.0193,,,,,0,0,7.0
West Bengal,,0,2,2020-03-30,22.9868,87.855,,,,,0,0,22.0
Andaman and Nicobar Islands,,0,0,2020-03-31,11.7401,92.6586,,,,,0,0,9.0
Andhra Pradesh,,1,0,2020-03-31,15.9129,79.74,,,,,0,0,23.0
Bihar,,0,1,2020-03-31,25.0961,85.3131,,,,,0,0,15.0
Chandigarh,,0,0,2020-03-31,30.7333,76.7794,,,,,0,0,8.0
Chhattisgarh,,0,0,2020-03-31,21.2787,81.8661,,,,,0,0,7.0
Delhi,,6,2,2020-03-31,28.7041,77.1025,,,,,0,0,87.0
Goa,,0,0,2020-03-31,15.2993,74.124,,,,,0,0,5.0
Gujarat,,1,6,2020-03-31,22.2587,71.1924,,,,,0,0,69.0
Haryana,,18,0,2020-03-31,29.0588,76.0856,,,,,0,0,36.0
Himachal Pradesh,,0,1,2020-03-31,31.1048,77.1734,,,,,0,0,3.0
Jammu and Kashmir,,2,2,2020-03-31,33.7782,76.5762,,,,,0,0,48.0
Karnataka,,5,3,2020-03-31,15.3173,75.7139,,,,,0,0,83.0
Kerala,,19,1,2020-03-31,10.8505,76.2711,,,,,0,0,202.0
Ladakh,,3,0,2020-03-31,34.2996,78.2932,,,,,0,0,13.0
Madhya Pradesh,,0,3,2020-03-31,22.9734,78.6569,,,,,0,0,47.0
Maharashtra,,25,8,2020-03-31,19.7515,75.7139,,,,,0,0,198.0
Manipur,,0,0,2020-03-31,24.6637,93.9063,,,,,0,0,1.0
Mizoram,,0,0,2020-03-31,23.1645,92.9376,,,,,0,0,1.0
Odisha,,0,0,2020-03-31,20.9517,85.0985,,,,,0,0,3.0
Puducherry,,0,0,2020-03-31,11.9416,79.8083,,,,,0,0,1.0
Punjab,,1,1,2020-03-31,31.1471,75.3412,,,,,0,0,38.0
Rajasthan,,3,0,2020-03-31,27.0238,74.2179,,,,,0,0,59.0
Tamil Nadu,,4,1,2020-03-31,11.1271,78.6569,,,,,0,0,67.0
Telengana,,1,1,2020-03-31,18.1124,79.0193,,,,,0,0,71.0
Uttar Pradesh,,11,0,2020-03-31,26.8467,80.9462,,,,,0,0,82.0
Uttarakhand,,2,0,2020-03-31,30.0668,79.0193,,,,,0,0,7.0
West Bengal,,0,2,2020-03-31,22.9868,87.855,,,,,0,0,22.0
Andaman and Nicobar Islands,,0,0,2020-04-01,11.7401,92.6586,,,,10.0,0,0,
Andhra Pradesh,,1,0,2020-04-01,15.9129,79.74,,,,83.0,0,0,
Bihar,,0,1,2020-04-01,25.0961,85.3131,,,,23.0,0,0,
Chandigarh,,0,0,2020-04-01,30.7333,76.7794,,,,13.0,0,0,
Chhattisgarh,,0,0,2020-04-01,21.2787,81.8661,,,,9.0,0,0,
Delhi,,6,2,2020-04-01,28.7041,77.1025,,,,120.0,0,0,
Goa,,0,0,2020-04-01,15.2993,74.124,,,,5.0,0,0,
Gujarat,,5,6,2020-04-01,22.2587,71.1924,,,,74.0,0,0,
Haryana,,21,0,2020-04-01,29.0588,76.0856,,,,43.0,0,0,
Himachal Pradesh,,0,1,2020-04-01,31.1048,77.1734,,,,3.0,0,0,
Jammu and Kashmir,,2,2,2020-04-01,33.7782,76.5762,,,,55.0,0,0,
Karnataka,,8,3,2020-04-01,15.3173,75.7139,,,,101.0,0,0,
Kerala,,23,2,2020-04-01,10.8505,76.2711,,,,241.0,0,0,
Ladakh,,3,0,2020-04-01,34.2996,78.2932,,,,13.0,0,0,
Madhya Pradesh,,0,3,2020-04-01,22.9734,78.6569,,,,47.0,0,0,
Maharashtra,,39,9,2020-04-01,19.7515,75.7139,,,,302.0,0,0,
Manipur,,0,0,2020-04-01,24.6637,93.9063,,,,1.0,0,0,
Mizoram,,0,0,2020-04-01,23.1645,92.9376,,,,1.0,0,0,
Odisha,,0,0,2020-04-01,20.9517,85.0985,,,,4.0,0,0,
Puducherry,,0,0,2020-04-01,11.9416,79.8083,,,,1.0,0,0,
Punjab,,1,3,2020-04-01,31.1471,75.3412,,,,41.0,0,0,
Rajasthan,,3,0,2020-04-01,27.0238,74.2179,,,,93.0,0,0,
Tamil Nadu,,4,1,2020-04-01,11.1271,78.6569,,,,124.0,0,0,
Telengana,,1,3,2020-04-01,18.1124,79.0193,,,,94.0,0,0,
Uttar Pradesh,,14,0,2020-04-01,26.8467,80.9462,,,,103.0,0,0,
Uttarakhand,,2,0,2020-04-01,30.0668,79.0193,,,,7.0,0,0,
Andaman and Nicobar Islands,,1,0,2020-04-02,11.7401,92.6586,,,10.0,,0,0,
Andhra Pradesh,,0,0,2020-04-02,15.9129,79.74,,,83.0,,0,0,
Assam,,0,0,2020-04-02,,,,,1.0,,0,0,
Bihar,,0,1,2020-04-02,25.0961,85.3131,,,23.0,,0,0,
Chandigarh,,0,0,2020-04-02,30.7333,76.7794,,,16.0,,0,0,
Chhattisgarh,,2,0,2020-04-02,21.2787,81.8661,,,9.0,,0,0,
Delhi,,6,2,2020-04-02,28.7041,77.1025,,,152.0,,0,0,
Goa,,0,0,2020-04-02,15.2993,74.124,,,5.0,,0,0,
Gujarat,,5,6,2020-04-02,22.2587,71.1924,,,82.0,,0,0,
Haryana,,21,0,2020-04-02,29.0588,76.0856,,,43.0,,0,0,
Himachal Pradesh,,0,1,2020-04-02,31.1048,77.1734,,,3.0,,0,0,
Jammu and Kashmir,,2,2,2020-04-02,33.7782,76.5762,,,62.0,,0,0,
Jharkhand,,0,0,2020-04-02,,,,,1.0,,0,0,
Karnataka,,8,3,2020-04-02,15.3173,75.7139,,,101.0,,0,0,
Kerala,,23,2,2020-04-02,10.8505,76.2711,,,241.0,,0,0,
Ladakh,,3,0,2020-04-02,34.2996,78.2932,,,13.0,,0,0,
Madhya Pradesh,,0,3,2020-04-02,22.9734,78.6569,,,66.0,,0,0,
Maharashtra,,39,9,2020-04-02,19.7515,75.7139,,,302.0,,0,0,
Manipur,,0,0,2020-04-02,24.6637,93.9063,,,1.0,,0,0,
Mizoram,,0,0,2020-04-02,23.1645,92.9376,,,1.0,,0,0,
Odisha,,0,0,2020-04-02,20.9517,85.0985,,,4.0,,0,0,
Puducherry,,1,0,2020-04-02,11.9416,79.8083,,,3.0,,0,0,
Punjab,,1,3,2020-04-02,31.1471,75.3412,,,42.0,,0,0,
Rajasthan,,3,0,2020-04-02,27.0238,74.2179,,,93.0,,0,0,
Tamil Nadu,,6,1,2020-04-02,11.1271,78.6569,,,234.0,,0,0,
Telengana,,1,3,2020-04-02,18.1124,79.0193,,,96.0,,0,0,
Uttar Pradesh,,14,2,2020-04-02,26.8467,80.9462,,,113.0,,0,0,
Uttarakhand,,2,0,2020-04-02,30.0668,79.0193,,,7.0,,0,0,
Andaman and Nicobar Islands,,0,0,2020-04-06,11.7401,92.6586,,10.0,,,0,0,
Andhra Pradesh,,1,3,2020-04-06,15.9129,79.74,,226.0,,,0,0,
Arunachal Pradesh,,0,0,2020-04-06,,,,1.0,,,0,0,
Assam,,0,0,2020-04-06,,,,26.0,,,0,0,
Bihar,,0,1,2020-04-06,25.0961,85.3131,,30.0,,,0,0,
Chandigarh,,0,0,2020-04-06,30.7333,76.7794,,18.0,,,0,0,
Chhattisgarh,,3,0,2020-04-06,21.2787,81.8661,,9.0,,,0,0,
Delhi,,18,7,2020-04-06,28.7041,77.1025,,503.0,,,0,0,
Goa,,0,0,2020-04-06,15.2993,74.124,,7.0,,,0,0,
Gujarat,,18,11,2020-04-06,22.2587,71.1924,,122.0,,,0,0,
Haryana,,25,1,2020-04-06,29.0588,76.0856,,84.0,,,0,0,
Himachal Pradesh,,1,1,2020-04-06,31.1048,77.1734,,13.0,,,0,0,
Jammu and Kashmir,,4,2,2020-04-06,33.7782,76.5762,,106.0,,,0,0,
Jharkhand,,0,0,2020-04-06,,,,3.0,,,0,0,
Karnataka,,12,4,2020-04-06,15.3173,75.7139,,151.0,,,0,0,
Kerala,,55,2,2020-04-06,10.8505,76.2711,,314.0,,,0,0,
Ladakh,,10,0,2020-04-06,34.2996,78.2932,,14.0,,,0,0,
Madhya Pradesh,,0,9,2020-04-06,22.9734,78.6569,,165.0,,,0,0,
Maharashtra,,42,45,2020-04-06,19.7515,75.7139,,690.0,,,0,0,
Manipur,,0,0,2020-04-06,24.6637,93.9063,,2.0,,,0,0,
Mizoram,,0,0,2020-04-06,23.1645,92.9376,,1.0,,,0,0,
Odisha,,2,0,2020-04-06,20.9517,85.0985,,21.0,,,0,0,
Puducherry,,1,0,2020-04-06,11.9416,79.8083,,5.0,,,0,0,
Punjab,,4,6,2020-04-06,31.1471,75.3412,,68.0,,,0,0,
Rajasthan,,21,0,2020-04-06,27.0238,74.2179,,253.0,,,0,0,
Tamil Nadu,,8,5,2020-04-06,11.1271,78.6569,,571.0,,,0,0,
Telengana,,34,7,2020-04-06,18.1124,79.0193,,321.0,,,0,0,
Uttar Pradesh,,19,2,2020-04-06,26.8467,80.9462,,227.0,,,0,0,
Uttarakhand,,4,0,2020-04-06,30.0668,79.0193,,26.0,,,0,0,
West Bengal,,10,3,2020-04-06,22.9868,87.855,,80.0,,,0,0,
Andaman and Nicobar Islands,,0,0,2020-04-07,11.7401,92.6586,,10.0,,,0,0,
Andhra Pradesh,,1,3,2020-04-07,15.9129,79.74,,266.0,,,0,0,
Arunachal Pradesh,,0,0,2020-04-07,,,,1.0,,,0,0,
Assam,,0,0,2020-04-07,,,,26.0,,,0,0,
Bihar,,0,1,2020-04-07,25.0961,85.3131,,32.0,,,0,0,
Chandigarh,,0,0,2020-04-07,30.7333,76.7794,,18.0,,,0,0,
Chhattisgarh,,8,0,2020-04-07,21.2787,81.8661,,10.0,,,0,0,
Delhi,,19,7,2020-04-07,28.7041,77.1025,,523.0,,,0,0,
Goa,,0,0,2020-04-07,15.2993,74.124,,7.0,,,0,0,
Gujarat,,22,12,2020-04-07,22.2587,71.1924,,144.0,,,0,0,
Haryana,,25,1,2020-04-07,29.0588,76.0856,,90.0,,,0,0,
Himachal Pradesh,,2,1,2020-04-07,31.1048,77.1734,,13.0,,,0,0,
Jammu and Kashmir,,4,2,2020-04-07,33.7782,76.5762,,109.0,,,0,0,
Jharkhand,,0,0,2020-04-07,,,,4.0,,,0,0,
Karnataka,,12,4,2020-04-07,15.3173,75.7139,,151.0,,,0,0,
Kerala,,58,2,2020-04-07,10.8505,76.2711,,327.0,,,0,0,
Ladakh,,10,0,2020-04-07,34.2996,78.2932,,14.0,,,0,0,
Madhya Pradesh,,0,9,2020-04-07,22.9734,78.6569,,165.0,,,0,0,
Maharashtra,,56,45,2020-04-07,19.7515,75.7139,,748.0,,,0,0,
Manipur,,0,0,2020-04-07,24.6637,93.9063,,2.0,,,0,0,
Mizoram,,0,0,2020-04-07,23.1645,92.9376,,1.0,,,0,0,
Odisha,,2,0,2020-04-07,20.9517,85.0985,,21.0,,,0,0,
Puducherry,,1,0,2020-04-07,11.9416,79.8083,,5.0,,,0,0,
Punjab,,4,6,2020-04-07,31.1471,75.3412,,76.0,,,0,0,
Rajasthan,,21,3,2020-04-07,27.0238,74.2179,,288.0,,,0,0,
Tamil Nadu,,8,5,2020-04-07,11.1271,78.6569,,621.0,,,0,0,
Telengana,,34,7,2020-04-07,18.1124,79.0193,,321.0,,,0,0,
Tripura,,0,0,2020-04-07,,,,1.0,,,0,0,
Uttar Pradesh,,21,3,2020-04-07,26.8467,80.9462,,305.0,,,0,0,
Uttarakhand,,5,0,2020-04-07,30.0668,79.0193,31.0,,,,0,0,
West Bengal,,13,3,2020-04-07,22.9868,87.855,91.0,,,,0,0,
Andaman and Nicobar Islands,,0,0,2020-04-08,11.7401,92.6586,10.0,,,,0,0,
Andhra Pradesh,,1,4,2020-04-08,15.9129,79.74,305.0,,,,0,0,
Arunachal Pradesh,,0,0,2020-04-08,,,1.0,,,,0,0,
Assam,,0,0,2020-04-08,,,27.0,,,,0,0,
Bihar,,0,1,2020-04-08,25.0961,85.3131,38.0,,,,0,0,
Chandigarh,,7,0,2020-04-08,30.7333,76.7794,18.0,,,,0,0,
Chhattisgarh,,9,0,2020-04-08,21.2787,81.8661,10.0,,,,0,0,
Delhi,,21,9,2020-04-08,28.7041,77.1025,576.0,,,,0,0,
Goa,,0,0,2020-04-08,15.2993,74.124,7.0,,,,0,0,
Gujarat,,25,13,2020-04-08,22.2587,71.1924,165.0,,,,0,0,
Haryana,,28,3,2020-04-08,29.0588,76.0856,147.0,,,,0,0,
Himachal Pradesh,,2,1,2020-04-08,31.1048,77.1734,18.0,,,,0,0,
Jammu and Kashmir,,4,2,2020-04-08,33.7782,76.5762,116.0,,,,0,0,
Jharkhand,,0,0,2020-04-08,,,4.0,,,,0,0,
Karnataka,,25,4,2020-04-08,15.3173,75.7139,175.0,,,,0,0,
Kerala,,70,2,2020-04-08,10.8505,76.2711,336.0,,,,0,0,
Ladakh,,10,0,2020-04-08,34.2996,78.2932,14.0,,,,0,0,
Madhya Pradesh,,0,13,2020-04-08,22.9734,78.6569,229.0,,,,0,0,
Maharashtra,,79,64,2020-04-08,19.7515,75.7139,1018.0,,,,0,0,
Manipur,,0,0,2020-04-08,24.6637,93.9063,2.0,,,,0,0,
Mizoram,,0,0,2020-04-08,23.1645,92.9376,1.0,,,,0,0,
Odisha,,2,1,2020-04-08,20.9517,85.0985,42.0,,,,0,0,
Puducherry,,1,0,2020-04-08,11.9416,79.8083,5.0,,,,0,0,
Punjab,,4,7,2020-04-08,31.1471,75.3412,91.0,,,,0,0,
Rajasthan,,21,3,2020-04-08,27.0238,74.2179,328.0,,,,0,0,
Tamil Nadu,,19,7,2020-04-08,11.1271,78.6569,690.0,,,,0,0,
Telengana,,35,7,2020-04-08,18.1124,79.0193,364.0,,,,0,0,
Tripura,,0,0,2020-04-08,,,1.0,,,,0,0,
Uttar Pradesh,,21,3,2020-04-08,26.8467,80.9462,326.0,,,,0,0,
Uttarakhand,31.0,5,0,2020-04-08,30.0668,79.0193,,,,,0,0,
West Bengal,99.0,13,5,2020-04-08,22.9868,87.855,,,,,0,0,
Andaman and Nicobar Islands,11.0,0,0,2020-04-09,11.7401,92.6586,,,,,0,0,
Andhra Pradesh,348.0,6,4,2020-04-09,15.9129,79.74,,,,,0,0,
Arunachal Pradesh,1.0,0,0,2020-04-09,,,,,,,0,0,
Assam,28.0,0,0,2020-04-09,,,,,,,0,0,
Bihar,38.0,0,1,2020-04-09,25.0961,85.3131,,,,,0,0,
Chandigarh,18.0,7,0,2020-04-09,30.7333,76.7794,,,,,0,0,
Chhattisgarh,10.0,9,0,2020-04-09,21.2787,81.8661,,,,,0,0,
Delhi,669.0,21,9,2020-04-09,28.7041,77.1025,,,,,0,0,
Goa,7.0,0,0,2020-04-09,15.2993,74.124,,,,,0,0,
Gujarat,179.0,25,16,2020-04-09,22.2587,71.1924,,,,,0,0,
Haryana,147.0,28,3,2020-04-09,29.0588,76.0856,,,,,0,0,
Himachal Pradesh,18.0,2,1,2020-04-09,31.1048,77.1734,,,,,0,0,
Jammu and Kashmir,158.0,4,4,2020-04-09,33.7782,76.5762,,,,,0,0,
Jharkhand,4.0,0,0,2020-04-09,,,,,,,0,0,
Karnataka,181.0,28,5,2020-04-09,15.3173,75.7139,,,,,0,0,
Kerala,345.0,83,2,2020-04-09,10.8505,76.2711,,,,,0,0,
Ladakh,14.0,10,0,2020-04-09,34.2996,78.2932,,,,,0,0,
Madhya Pradesh,229.0,0,13,2020-04-09,22.9734,78.6569,,,,,0,0,
Maharashtra,1135.0,117,72,2020-04-09,19.7515,75.7139,,,,,0,0,
Manipur,1.0,1,0,2020-04-09,24.6637,93.9063,,,,,0,0,
Mizoram,1.0,0,0,2020-04-09,23.1645,92.9376,,,,,0,0,
Odisha,42.0,2,1,2020-04-09,20.9517,85.0985,,,,,0,0,
Puducherry,5.0,1,0,2020-04-09,11.9416,79.8083,,,,,0,0,
Punjab,101.0,4,8,2020-04-09,31.1471,75.3412,,,,,0,0,
Rajasthan,381.0,21,3,2020-04-09,27.0238,74.2179,,,,,0,0,
Tamil Nadu,738.0,21,8,2020-04-09,11.1271,78.6569,,,,,0,0,
Telengana,427.0,35,7,2020-04-09,18.1124,79.0193,,,,,0,0,
Tripura,1.0,0,0,2020-04-09,,,,,,,0,0,
Uttar Pradesh,361.0,27,4,2020-04-09,26.8467,80.9462,,,,,0,0,
Uttarakhand,35,5,0,2020-04-09,30.0668,79.0193,,,,,0,0,
West Bengal,103,16,5,2020-04-09,22.9868,87.855,,,,,0,0,
